comentario,polaridad,tema,tono,longitud,satisfaccion_min,satisfaccion_max,aspecto_variable,aspecto_valor_min,aspecto_valor_max
Desde mi perspectiva personal considero que repetiría una formación similar con esta escuela. Valoro mucho este aspecto del curso. Es algo que impacta en mi motivación diaria.,positivo,general,elogio,medio,3,5,ninguno,1,5
Desde el primer módulo he sentido que las explicaciones del profesor son correctas pero podrían ser más dinámicas. La forma en que guía los debates es muy valiosa.,neutral,profesor,informal,corto,2,4,mantiene_atencion,2,4
Analizando lo que he aprendido siento que las clases se me pasan rápido porque son dinámicas y entretenidas. Las dinámicas grupales hacen que el tiempo pase rápido.,muy_positivo,clase,formal,medio,4,5,clase_conveniencia_dia,4,5
La experiencia global ha sido algo decepcionante. Creo que aún se podrían mejorar algunos detalles. Es una formación que recomendaría a otros perfiles como el mío. Me ayuda a decidir en qué módulos profundizar.,negativo,general,constructivo,largo,1,3,ninguno,1,5
Mirando mi avance hasta ahora entiendo que no tengo una percepción especialmente buena del curso en general. Este punto me genera bastante frustración. Refuerza mi decisión de apostar por el sector tecnológico.,negativo,general,queja,medio,1,3,ninguno,1,5
Mirando mi avance hasta ahora entiendo que la calidad de la conexión suele ser buena.,positivo,tecnologia,informal,corto,3,5,clase_calidad_audio,3,5
"Si pienso en el progreso del curso, creo que la atención al alumno es excelente y muy cercana.",muy_positivo,soporte,formal,corto,4,5,velocidad_respuesta,4,5
Me gustaría que la metodología fuera más interactiva. Este punto me genera bastante frustración. Se nota que cada bloque responde a un propósito concreto.,negativo,metodologia,queja,medio,1,3,conocimientos_utiles_futuro,1,3
A lo largo de estas semanas he notado que la metodología es adecuada y me ayuda a entender mejor los temas. Creo que aún se podrían mejorar algunos detalles. Consigue equilibrar teoría y casos reales de forma constante. Es algo que impacta en mi motivación diaria.,positivo,metodologia,constructivo,largo,3,5,conocimientos_utiles_futuro,3,5
La metodología fomenta la participación y me mantiene motivado. Consigue equilibrar teoría y casos reales de forma constante.,muy_positivo,metodologia,informal,corto,4,5,conocimientos_utiles_futuro,4,5
Analizando lo que he aprendido siento que no tengo una percepción especialmente buena del curso en general. Refuerza mi decisión de apostar por el sector tecnológico.,negativo,general,formal,medio,1,3,ninguno,1,5
"Ha habido cosas buenas y cosas mejorables, en equilibrio. Creo que aún se podrían mejorar algunos detalles. Refuerza mi decisión de apostar por el sector tecnológico.",neutral,general,constructivo,corto,2,4,ninguno,1,5
Con la mente puesta en mis objetivos profesionales valoro que el profesor responde a las dudas y facilita el seguimiento del temario. Valoro mucho este aspecto del curso. Se refleja en los resultados que obtengo en cada entrega.,positivo,profesor,elogio,largo,3,5,accesible_y_atiende_consultas,3,5
El nivel del contenido me parece adecuado pero no especialmente diferencial. Me gustaría que se introdujeran cambios en este sentido. Hay ejemplos que puedo trasladar directamente a mis proyectos. Creo que resume bien cómo vivo el curso.,neutral,contenido,sugerencia,medio,2,4,conocimientos_utiles_futuro,2,4
En mi día a día con el curso observo que las clases se me pasan rápido porque son dinámicas y entretenidas.,muy_positivo,clase,informal,medio,4,5,clase_horario,4,5
"Tras varias sesiones puedo decir que la metodología es adecuada y me ayuda a entender mejor los temas. Permite que la práctica tenga un peso real en el aprendizaje. Para mí, marca la diferencia respecto a otros programas.",positivo,metodologia,formal,largo,3,5,grado_dificultad,3,5
En mi día a día con el curso observo que la atención al alumno podría ser bastante más ágil. El seguimiento individual ayuda a no perder el ritmo. Siento que el equipo debería tenerlo en cuenta.,negativo,soporte,informal,largo,1,3,velocidad_respuesta,1,3
Desde mi perspectiva personal considero que he tenido varios problemas técnicos que cortan el ritmo de la sesión. Se nota que prueban las soluciones antes de cada sesión. Esa impresión se mantiene con el paso de las semanas.,negativo,tecnologia,formal,medio,1,3,clase_calidad_audio,1,3
Recomendaría este curso sin dudarlo a otras personas. Es un hito importante dentro de mi itinerario profesional. Es un aspecto que comparto también con mis compañeros.,muy_positivo,general,formal,largo,4,5,ninguno,1,5
"Desde el primer módulo he sentido que la calidad técnica es aceptable, pero mejorable.",neutral,tecnologia,sugerencia,corto,2,4,clase_visibilidad_pantalla,2,4
Al repasar mis notas concluyo que no he tenido prácticamente ningún problema técnico durante el curso. La plataforma permite seguir la clase incluso desde el móvil.,muy_positivo,tecnologia,informal,corto,4,5,clase_calidad_audio,4,5
Desde el primer módulo he sentido que a veces las clases son más interesantes y otras más densas. Creo que aún se podrían mejorar algunos detalles. El ambiente que se genera invita a preguntar sin miedo.,neutral,clase,constructivo,corto,2,4,clase_conveniencia_dia,2,4
En mi día a día con el curso observo que la experiencia general ha sido peor de lo que esperaba. Este punto me genera bastante frustración. Refuerza mi decisión de apostar por el sector tecnológico. Lo tengo muy presente cuando hablo de la escuela.,muy_negativo,general,queja,largo,1,2,ninguno,1,5
"Desde el primer módulo he sentido que el temario cumple, sin aportar nada extraordinario. Creo que aún se podrían mejorar algunos detalles. Siento que el temario está vivo y se actualiza con frecuencia.",neutral,contenido,constructivo,medio,2,4,conocimientos_utiles_futuro,2,4
"Mirando mi avance hasta ahora entiendo que las clases son correctas, sin algo especialmente destacable. Es algo que impacta en mi motivación diaria.",neutral,clase,formal,largo,2,4,clase_duracion,2,4
En conversaciones con mis compañeros coincidimos en que no he encontrado utilidad real en la mayoría de los contenidos. Este punto me genera bastante frustración. Siento que el temario está vivo y se actualiza con frecuencia.,muy_negativo,contenido,queja,medio,1,2,conocimientos_utiles_futuro,1,2
En conversaciones con mis compañeros coincidimos en que no disfruto las clases y a menudo desconecto.,muy_negativo,clase,queja,corto,1,2,clase_conveniencia_dia,1,2
"Si pienso en el progreso del curso, creo que las clases suelen tener un ritmo adecuado en la mayoría de los días. Me gustaría que se introdujeran cambios en este sentido.",positivo,clase,sugerencia,corto,3,5,clase_duracion,3,5
"Si pienso en el progreso del curso, creo que repetiría una formación similar con esta escuela. Creo que aún se podrían mejorar algunos detalles. Es un hito importante dentro de mi itinerario profesional. Para mí, marca la diferencia respecto a otros programas.",positivo,general,constructivo,largo,3,5,ninguno,1,5
Mirando mi avance hasta ahora entiendo que la atención es aceptable pero podría ser más proactiva. La comunicación por correo y chat está bien coordinada. Se refleja en los resultados que obtengo en cada entrega.,neutral,soporte,formal,largo,2,4,utilidad_anuncios,2,4
"Desde mi perspectiva personal considero que ha habido cosas buenas y cosas mejorables, en equilibrio. Me gustaría que se introdujeran cambios en este sentido. Me deja con ganas de seguir conectada a la comunidad.",neutral,general,sugerencia,corto,2,4,ninguno,1,5
Las clases tienen un ritmo muy bueno y mantienen mi atención. Valoro mucho este aspecto del curso. Salgo de cada clase con ideas prácticas para aplicar. Esa impresión se mantiene con el paso de las semanas.,muy_positivo,clase,elogio,largo,4,5,clase_conveniencia_dia,4,5
Desde el primer módulo he sentido que la metodología es adecuada y me ayuda a entender mejor los temas. Me gustaría que se introdujeran cambios en este sentido. Las dinámicas se integran bien con los objetivos de cada módulo. Me ayuda a decidir en qué módulos profundizar.,positivo,metodologia,sugerencia,largo,3,5,contenidos_adecuados,3,5
En general la plataforma responde bien y es estable. Creo que aún se podrían mejorar algunos detalles. La parte digital nunca me ha dejado fuera de una actividad. Define la confianza que tengo en seguir avanzando.,positivo,tecnologia,constructivo,largo,3,5,clase_visibilidad_pantalla,3,5
"Si pienso en el progreso del curso, creo que la experiencia general ha sido peor de lo que esperaba. Siento que aprovecho cada hora dedicada a este programa.",muy_negativo,general,formal,corto,1,2,ninguno,1,5
En conversaciones con mis compañeros coincidimos en que los materiales del curso aportan valor y complementan bien las clases.,positivo,contenido,formal,corto,3,5,contenidos_adecuados,3,5
Las clases suelen tener un ritmo adecuado en la mayoría de los días. Me gustaría que se introdujeran cambios en este sentido. Creo que resume bien cómo vivo el curso.,positivo,clase,sugerencia,largo,3,5,clase_duracion,3,5
En varias ocasiones he sentido que el soporte tardaba demasiado en responder. Siento que hacen un esfuerzo genuino por escucharnos.,negativo,soporte,formal,corto,1,3,utilidad_anuncios,1,3
Estoy muy satisfecho con la experiencia global del curso. Es un hito importante dentro de mi itinerario profesional.,muy_positivo,general,informal,medio,4,5,ninguno,1,5
No tengo una percepción especialmente buena del curso en general. Es un aspecto que comparto también con mis compañeros.,negativo,general,formal,medio,1,3,ninguno,1,5
La experiencia global ha sido algo decepcionante.,negativo,general,formal,corto,1,3,ninguno,1,5
"Si pienso en el progreso del curso, creo que la mayor parte del contenido me resulta aplicable a mi trabajo. Creo que aún se podrían mejorar algunos detalles. Es un aspecto que comparto también con mis compañeros.",positivo,contenido,constructivo,largo,3,5,conocimientos_utiles_futuro,3,5
"Desde el primer módulo he sentido que el contenido del curso está muy bien seleccionado y actualizado. Valoro mucho este aspecto del curso. Cada unidad conecta con tendencias actuales del sector. Para mí, marca la diferencia respecto a otros programas.",muy_positivo,contenido,elogio,largo,4,5,conocimientos_utiles_futuro,4,5
"No tengo una opinión muy fuerte sobre el soporte, es razonable. Me gustaría que se introdujeran cambios en este sentido. Siento que hacen un esfuerzo genuino por escucharnos. Es algo que impacta en mi motivación diaria.",neutral,soporte,sugerencia,medio,2,4,velocidad_respuesta,2,4
Desde el primer módulo he sentido que no he encontrado utilidad real en la mayoría de los contenidos.,muy_negativo,contenido,formal,corto,1,2,conocimientos_utiles_futuro,1,2
"Desde el primer módulo he sentido que he tenido que insistir más de una vez para resolver algunos problemas. Creo que aún se podrían mejorar algunos detalles. Siento que hacen un esfuerzo genuino por escucharnos. Para mí, marca la diferencia respecto a otros programas.",negativo,soporte,constructivo,largo,1,3,utilidad_anuncios,1,3
"Tras varias sesiones puedo decir que a veces tardan un poco en contestar, pero termina resolviéndose.",neutral,soporte,informal,corto,2,4,utilidad_anuncios,2,4
Mirando mi avance hasta ahora entiendo que la calidad del audio o vídeo a veces dificulta seguir la clase. Las grabaciones mantienen una calidad más que correcta.,negativo,tecnologia,informal,medio,1,3,clase_calidad_audio,1,3
"Al repasar mis notas concluyo que la experiencia global ha sido buena, con algunos puntos mejorables. Me gustaría que se introdujeran cambios en este sentido. Veo coherencia entre lo prometido y lo que recibimos. Creo que resume bien cómo vivo el curso.",positivo,general,sugerencia,medio,3,5,ninguno,1,5
En mi día a día con el curso observo que la metodología es adecuada y me ayuda a entender mejor los temas. Valoro mucho este aspecto del curso. La evolución de la dificultad está bastante cuidada. Esa impresión se mantiene con el paso de las semanas.,positivo,metodologia,elogio,largo,3,5,contenidos_adecuados,3,5
